,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
4889,4889,4889,4889,4889,4889,248455055,10 30 31.934,+01 38 53.12,1,17.374,,,,10303193+0138531,1458-301-2-0219-0146,EXTENDED,gri,-2,3,-5,3,,,,,,,20.686,0.222,18.573,0.015,17.44,0.009,16.86,0.008,16.324,0.017,16.077,0.105,15.187,0.11,14.927,0.137,,,,,,,,
4890,4890,4890,4890,4890,4890,248455060,10 35 48.740,+01 38 54.41,1,12.071,,,459-047491,10354873+0138544,,STAR,gri,-16.2,1.6,-0.9,1.1,,,12.786,0.03,12.218,0.03,,,12.413,0.03,12.067,0.02,11.924,0.05,,,11.084,0.021,10.72,0.023,10.666,0.022,6030,4.096,-0.504,1.357,0.943,0.365,426.3,0.032
4891,4891,4891,4891,4891,4891,248455094,10 44 33.247,+01 38 58.52,1,16.561,,,,10443324+0138585,1462-301-2-0239-0099,STAR,gri,6,3,1,3,,,,,,,20.381,0.06,17.724,0.006,16.553,0.005,16.063,0.005,15.829,0.006,14.652,0.036,13.96,0.034,13.933,0.065,4203,4.749,-0.018,0.544,0.608,3.769,553.9,0.03
4892,4892,4892,4892,4892,4892,248455102,10 37 42.829,+01 38 59.81,1,18.159,,,,10374282+0138598,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.609,0.152,16.127,0.195,,,,,,,,,,
4893,4893,4893,4893,4893,4893,248455106,10 39 17.316,+01 39 00.13,1,17.772,,,,10391731+0139001,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.256,0.148,15.877,0.191,15.22,0.195,3779,4.962,-0.26,0.303,0.329,9.601,552.8,0.032
4894,4894,4894,4894,4894,4894,248455117,10 44 08.107,+01 39 00.98,1,17.039,,,,10440810+0139009,1462-301-2-0238-0133,STAR,gri,-13,3,-8,3,,,,,,,21.036,0.098,18.232,0.007,17.006,0.005,16.527,0.005,16.299,0.008,15.202,0.051,14.529,0.057,14.492,0.099,4132,4.801,-0.193,0.481,0.546,4.636,618.9,0.033
4895,4895,4895,4895,4895,4895,248455138,10 36 48.092,+01 39 03.50,1,17.732,,,,10364809+0139034,1458-301-2-0230-0103,EXTENDED,gri,0,3,-2,3,,,,,,,20.697,0.131,18.775,0.012,17.73,0.008,17.285,0.007,16.909,0.017,16.05,0.099,15.525,0.109,14.87,0.135,,,,,,,,
4896,4896,4896,4896,4896,4896,248455140,10 29 42.852,+01 39 03.65,1,13.297,,,459-047339,10294284+0139036,,STAR,gri,-18.6,1.8,-0.5,2,,,14.606,0.04,13.602,0.03,,,14.073,0.03,13.281,0.04,12.964,0.05,,,11.777,0.026,11.196,0.022,11.126,0.023,4827,3.229,-0.285,3.607,0.896,0.021,1194,0.033
4897,4897,4897,4897,4897,4897,248455143,10 30 14.755,+01 39 04.46,1,11.246,,253-437-1,459-047350,10301474+0139045,,STAR,gri,-17.5,2.6,12.3,2.7,,,12.619,0.32,11.457,0.137,,,12.178,0.03,11.175,0.04,10.846,0.07,,,9.49,0.026,8.875,0.022,8.74,0.021,4541,2.449,-0.082,10.182,1.118,8.52E-04,1076,0.035
4898,4898,4898,4898,4898,4898,248455156,10 31 17.126,+01 39 06.07,1,17.924,,,,10311712+0139060,1458-301-2-0220-0035,EXTENDED,gri,4,3,5,3,,,,,,,21.099,0.159,19.031,0.013,17.949,0.008,17.45,0.007,17.121,0.017,16.16,0.126,15.44,0.118,14.804,0.142,,,,,,,,
4899,4899,4899,4899,4899,4899,248455160,10 44 04.104,+01 39 06.42,1,18.062,,,,,1462-301-2-0238-0398,EXTENDED,gri,-1,5,-8,5,,,,,,,19.733,0.184,18.648,0.031,18.101,0.03,17.811,0.036,17.689,0.125,,,,,,,,,,,,,,
4900,4900,4900,4900,4900,4900,248455165,10 32 18.699,+01 39 07.55,1,18.226,,,,10321869+0139075,1907-301-2-0237-0121,EXTENDED,gri,8,3,0,3,,,,,,,21,0.104,19.137,0.013,18.285,0.009,17.835,0.009,17.426,0.021,16.195,0.119,15.835,0.179,,,,,,,,,,
4901,4901,4901,4901,4901,4901,248455199,10 38 44.373,+01 39 12.63,1,17.65,,,,10384437+0139126,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.143,0.095,15.478,0.124,14.701,0.113,3564,5.035,-0.125,0.228,0.228,15.08,405.6,0.032
4902,4902,4902,4902,4902,4902,248455222,10 24 57.244,+01 39 16.31,1,11.986,,246-460-1,459-047225,10245723+0139163,,STAR,gri,-9,2.6,1,2.7,,,13.068,0.287,12.213,0.172,,,12.343,0.01,12.003,0.03,11.833,0.03,,,11.042,0.028,10.723,0.022,10.633,0.025,6130,4.135,-0.404,1.337,0.983,0.372,437.8,0.033
4903,4903,4903,4903,4903,4903,248455240,10 40 08.802,+01 39 19.20,1,11.896,,254-1131-1,459-047592,10400880+0139192,,STAR,gri,-13.5,2.5,14.8,2.6,,,12.366,0.231,11.742,0.176,,,12.084,0.04,11.833,0.01,11.735,0.02,,,10.923,0.024,10.629,0.022,10.597,0.021,6272,4.173,-0.569,1.318,0.988,0.374,399.4,0.028
4904,4904,4904,4904,4904,4904,248455242,10 39 28.441,+01 39 19.35,1,17.616,,,,10392844+0139193,,STAR,J,-52,5,18,22,,,,,,,,,,,,,,,,,16.112,0.142,15.72,0.141,14.994,0.144,3432,5.108,-0.165,0.183,0.17,23.12,274.8,0.029
4905,4905,4905,4905,4905,4905,248455249,10 32 47.533,+01 39 20.31,1,14.39,,,459-047410,10324752+0139203,,STAR,gri,-6.2,1.8,-2.7,2.1,,,15.457,0.06,14.705,0.05,,,14.988,0.04,14.399,0.08,14.133,0.15,,,13.112,0.021,12.645,0.022,12.556,0.027,5135,3.236,-0.765,3.004,0.873,0.026,1858,0.033
4906,4906,4906,4906,4906,4906,248455283,10 23 22.170,+01 39 25.19,1,17.561,,,,,1458-301-2-0207-0347,EXTENDED,gri,12,5,-12,5,,,,,,,20.002,0.129,18.357,0.014,17.655,0.012,17.22,0.011,16.904,0.03,,,,,,,,,,,,,,
4907,4907,4907,4907,4907,4907,248455284,10 47 00.658,+01 39 25.43,1,14.191,,,459-047746,10470065+0139252,1462-301-2-0243-0039,STAR,gri,-80.8,3.2,46.3,3.5,,,16.197,0.06,14.796,0.03,,,15.578,0.03,14.175,0.07,13.596,0.08,,,12.227,0.022,11.559,0.022,11.439,0.024,3990,4.837,-0.075,0.444,0.494,5.586,147.7,0.026
4908,4908,4908,4908,4908,4908,248455290,10 40 17.034,+01 39 26.33,1,18.592,,,,,1458-301-2-0235-0240,EXTENDED,gri,,,,,,,,,,,20.278,0.108,19.083,0.016,18.649,0.016,18.382,0.018,18.028,0.05,,,,,,,,,,,,,,
4909,4909,4909,4909,4909,4909,248455295,10 38 33.992,+01 39 27.17,1,18.032,,,,10383399+0139271,,STAR,J,10,3,8,4,,,,,,,,,,,,,,,,,16.494,0.167,,,,,,,,,,,,
4910,4910,4910,4910,4910,4910,248455319,10 38 44.583,+01 39 29.52,1,14.433,,,459-047561,10384458+0139294,,STAR,gri,-51.4,2.8,-0.4,3,,,17.079,0.1,15.428,0.03,,,16.242,0.01,14.939,0.03,13.657,0.01,,,11.723,0.026,11.139,0.027,10.875,0.024,3757,4.918,0.024,0.357,0.39,8.252,80.29,0.015
4911,4911,4911,4911,4911,4911,248455320,10 38 32.253,+01 39 29.57,1,18.059,,,,10383225+0139295,1458-301-2-0233-0249,EXTENDED,gri,-1,3,1,3,,,,,,,22.059,0.441,19.37,0.019,18.024,0.009,17.497,0.008,17.098,0.02,16.281,0.126,15.661,0.128,14.746,0.116,,,,,,,,
4912,4912,4912,4912,4912,4912,248455341,10 24 11.194,+01 39 31.74,1,17.274,,,,10241119+0139317,1458-301-2-0209-0164,STAR,gri,-31,3,-35,3,,,,,,,21.807,0.2,19.206,0.012,17.757,0.007,16.446,0.005,15.722,0.006,14.396,0.032,13.754,0.037,13.483,0.037,3541,5.032,-0.027,0.242,0.238,16,174.3,0.027
4913,4913,4913,4913,4913,4913,248455374,10 35 34.209,+01 39 36.07,1,16.485,,,,10353420+0139360,1458-301-2-0228-0151,STAR,gri,-77,3,-80,3,,,,,,,20.373,0.058,17.744,0.006,16.459,0.005,15.945,0.004,15.623,0.006,14.47,0.032,13.843,0.035,13.669,0.053,4015,4.96,-0.503,0.317,0.343,10.14,269.3,0.028
4914,4914,4914,4914,4914,4914,248455387,10 42 40.848,+01 39 37.71,1,14.651,,,459-047650,10424084+0139376,1458-301-2-0239-0046,STAR,gri,-3.6,2.6,2.1,2.9,,,15.746,0.07,14.893,0.07,,,15.323,0.02,14.546,0.09,14.363,0.09,,,13.32,0.024,12.911,0.027,12.776,0.032,5234,4.547,-0.079,0.813,0.871,1.53,616.5,0.035
4915,4915,4915,4915,4915,4915,248455402,10 24 10.493,+01 39 39.50,1,17.7,,,,10241049+0139395,1458-301-2-0209-0281,EXTENDED,gri,0,3,1,3,,,,,,,21.301,0.27,18.982,0.016,17.67,0.008,17.151,0.007,16.743,0.018,16.223,0.124,15.625,0.142,14.783,0.111,,,,,,,,
4916,4916,4916,4916,4916,4916,248455413,10 23 27.123,+01 39 41.29,1,16.883,,,,10232712+0139412,1458-301-2-0207-0121,EXTENDED,gri,1,3,-1,3,,,,,,,19.429,0.047,17.764,0.007,16.975,0.005,16.505,0.005,16.168,0.01,15.402,0.082,14.672,0.069,14.075,0.082,,,,,,,,
4917,4917,4917,4917,4917,4917,248455451,10 28 01.919,+01 39 44.82,1,18.17,,,,10280191+0139448,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.619,0.14,16.122,0.201,15.137,0.157,3639,5.023,-0.185,0.234,0.239,14.18,498.5,0.032
4918,4918,4918,4918,4918,4918,248455467,10 49 33.967,+01 39 46.87,1,17.322,,,,10493396+0139468,1462-301-2-0247-0110,EXTENDED,gri,-1,3,2,3,,,,,,,19.703,0.077,18.252,0.01,17.324,0.007,16.924,0.007,16.549,0.018,16.162,0.121,15.524,0.128,14.966,0.138,,,,,,,,
4919,4919,4919,4919,4919,4919,248455493,10 47 00.484,+01 39 50.31,1,17.42,,,,10470048+0139503,1462-301-2-0243-0040,STAR,gri,-17,3,-1,3,,,,,,,21.368,0.132,18.522,0.008,17.382,0.006,16.947,0.006,16.71,0.01,15.504,0.06,14.944,0.063,14.632,0.102,4249,4.806,-0.414,0.475,0.529,4.898,718.9,0.033
4920,4920,4920,4920,4920,4920,248455496,10 27 57.819,+01 39 50.46,1,17.796,,,,10275781+0139504,,STAR,J,14,4,0,8,,,,,,,,,,,,,,,,,16.278,0.123,16.106,0.161,,,,,,,,,,
4921,4921,4921,4921,4921,4921,248455500,10 36 38.426,+01 39 51.02,1,16.207,,,,,1458-301-2-0229-0259,EXTENDED,gri,2,3,-4,3,,,,,,,18.326,0.04,16.917,0.006,16.254,0.005,15.903,0.005,15.594,0.012,,,,,,,,,,,,,,
4922,4922,4922,4922,4922,4922,248455514,10 37 29.062,+01 39 52.78,1,17.379,,,,10372906+0139527,,STAR,JHK,20,4,0,5,,,,,,,,,,,,,,,,,15.18,0.053,14.498,0.051,14.338,0.089,4068,4.814,-0.218,0.452,0.512,5.048,578,0.033
4923,4923,4923,4923,4923,4923,248455521,10 23 35.304,+01 39 53.91,1,13.411,,,459-047191,10233529+0139539,,STAR,gri,-5.2,1.7,-28,1.9,,,14.408,0.03,13.632,0.02,,,13.958,0.02,13.39,0.02,13.176,0.18,,,12.08,0.027,11.66,0.026,11.575,0.023,5474,4.535,-0.313,0.812,0.834,1.519,354.9,0.032
4924,4924,4924,4924,4924,4924,248455531,10 36 14.814,+01 39 55.22,1,17.541,,,,,1458-301-2-0229-0286,EXTENDED,gri,-9,3,1,3,,,,,,,19.543,0.078,18.242,0.012,17.595,0.01,17.24,0.012,16.959,0.029,,,,,,,,,,,,,,
4925,4925,4925,4925,4925,4925,248455535,10 39 04.571,+01 39 56.35,1,17.702,,,,10390457+0139563,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.192,0.125,15.589,0.142,14.822,0.141,3645,5.01,-0.165,0.255,0.249,14.14,425.2,0.031
4926,4926,4926,4926,4926,4926,248455566,10 49 39.152,+01 40 00.29,1,17.255,,,,10493915+0140002,1462-301-2-0247-0120,STAR,gri,32,3,-41,3,,,,,,,22.153,0.248,19.01,0.01,17.475,0.006,16.503,0.005,15.946,0.007,14.633,0.04,14.124,0.039,13.853,0.047,3455,5.124,-0.19,0.186,0.17,25.76,141.1,0.026
4927,4927,4927,4927,4927,4927,248455574,10 30 43.059,+01 40 00.81,1,17.915,,,,10304305+0140008,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.388,0.142,15.777,0.152,,,,,,,,,,
4928,4928,4928,4928,4928,4928,248455588,10 35 52.658,+01 40 02.59,1,14.6,,,459-047493,10355264+0140025,1458-301-2-0228-0108,STAR,JHK,-4.1,2.6,-3,2.8,,,,,,,,,,,,,,,,,12.523,0.024,11.929,0.027,11.717,0.028,4267,4.743,-0.098,0.507,0.578,3.54,194.9,0.025
4929,4929,4929,4929,4929,4929,248455600,10 35 53.646,+01 40 04.62,1,15.029,,,459-047496,10355364+0140045,1458-301-2-0228-0109,STAR,JHK,-0.6,2.6,-0.9,2.8,,,,,,,,,,,,,,,,,13.132,0.021,12.505,0.025,12.38,0.026,4425,4.644,-0.233,0.629,0.719,2.222,364.1,0.031
4930,4930,4930,4930,4930,4930,248455641,10 32 35.260,+01 40 09.99,1,15.333,,,459-047402,10323525+0140101,,STAR,gri,-59.6,2,15.8,2.2,,,17.159,0.103,15.892,0.062,,,16.635,0.08,15.351,0.01,14.775,0.01,,,13.339,0.024,12.656,0.022,12.488,0.029,3999,4.839,-0.029,0.446,0.506,5.606,240.5,0.034
4931,4931,4931,4931,4931,4931,248455656,10 38 48.604,+01 40 12.14,1,17.078,,,,10384860+0140121,1458-301-2-0233-0176,EXTENDED,gri,-1,3,-5,3,,,,,,,20.056,0.095,18.199,0.01,17.08,0.006,16.598,0.005,16.158,0.012,15.481,0.082,14.864,0.09,14.304,0.093,,,,,,,,
4932,4932,4932,4932,4932,4932,248455694,10 32 02.741,+01 40 17.33,1,14.933,,,459-047388,10320273+0140174,1907-301-2-0236-0046,STAR,gri,-2.4,1.9,-4.8,2,,,16.318,0.076,15.342,0.01,,,15.729,0.048,14.99,0.055,14.592,0.09,,,13.527,0.027,13.011,0.027,12.945,0.033,4967,3.557,-0.447,2.33,0.85,0.058,1898,0.032
4933,4933,4933,4933,4933,4933,248455724,10 36 18.211,+01 40 21.94,1,16.596,,,459-047505,10361820+0140221,1458-301-2-0229-0185,STAR,JHK,-1,5.3,-8,5.3,,,,,,,,,,,,,,,,,14.417,0.03,13.814,0.038,13.581,0.049,3914,4.864,-0.098,0.406,0.43,6.507,328.7,0.03
4934,4934,4934,4934,4934,4934,248455725,10 32 39.700,+01 40 22.07,1,16.643,,,459-047405,10323969+0140218,,STAR,JHK,0.8,4,3,4,,,,,,,,,,,,,,,,,15.075,0.048,14.59,0.051,14.439,0.095,4990,4.588,-0.386,0.706,0.752,1.974,1095,0.032
4935,4935,4935,4935,4935,4935,248455737,10 32 15.575,+01 40 23.53,1,17.355,,,,10321557+0140235,1907-301-2-0237-0112,EXTENDED,gri,0,3,-3,3,,,,,,,19.107,0.028,18.05,0.007,17.494,0.006,17.057,0.006,16.824,0.015,16.027,0.117,15.155,0.111,14.768,0.122,,,,,,,,
4936,4936,4936,4936,4936,4936,248455828,10 32 00.872,+01 40 35.25,1,17.992,,,,10320087+0140352,1907-301-2-0236-0142,EXTENDED,gri,3,3,-2,3,,,,,,,20.757,0.096,19.004,0.012,18.014,0.008,17.558,0.008,17.167,0.019,16.6,0.163,15.589,0.157,,,,,,,,,,
4937,4937,4937,4937,4937,4937,248455861,10 35 57.437,+01 40 41.17,1,17.515,,,,,1458-301-2-0228-0295,EXTENDED,gri,-7,3,-2,3,,,,,,,19.166,0.092,18.038,0.015,17.551,0.014,17.291,0.016,17.11,0.054,,,,,,,,,,,,,,
4938,4938,4938,4938,4938,4938,248455927,10 23 54.452,+01 40 49.98,1,17.962,,,,,1458-301-2-0208-0274,EXTENDED,gri,-13,4,-23,4,,,,,,,20.718,0.17,18.885,0.016,17.976,0.011,17.566,0.01,17.214,0.027,,,,,,,,,,,,,,
4939,4939,4939,4939,4939,4939,248455950,10 29 41.238,+01 40 53.11,1,11.244,,,459-047337,10294123+0140530,,STAR,gri,-1.7,2.4,-16.3,2.5,,,12.427,0.03,11.488,0.03,,,11.909,0.03,11.197,0.02,10.958,0.08,,,9.812,0.027,9.338,0.022,9.252,0.021,5006,2.83,-0.603,5.852,0.963,0.003,827.3,0.032
4940,4940,4940,4940,4940,4940,248455953,10 42 47.753,+01 40 53.79,1,18.916,,,,10424775+0140537,1458-301-2-0240-0203,STAR,gri,37,3,-16,3,,,,,,,24.666,1.38,20.803,0.039,19.498,0.017,18.108,0.009,17.294,0.014,15.989,0.116,15.17,0.087,15.209,0.169,3201,5.146,0.105,0.167,0.144,30.32,214.6,0.022
4941,4941,4941,4941,4941,4941,248455972,10 38 27.162,+01 40 56.91,1,17.525,,,,10382716+0140569,1458-301-2-0232-0256,STAR,gri,-13,3,3,3,,,,,,,21.492,0.15,18.609,0.008,17.463,0.006,17.061,0.006,16.836,0.011,15.639,0.068,15.206,0.08,15.039,0.158,4278,4.775,-0.383,0.497,0.556,4.383,825.6,0.032
4942,4942,4942,4942,4942,4942,248456018,10 48 24.988,+01 41 03.24,1,12.934,,,459-047779,10482498+0141032,,STAR,gri,-29.7,1.5,1,1.8,,,13.774,0.05,13.088,0.02,,,13.382,0.04,12.865,0.07,12.741,0.02,,,11.904,0.029,11.587,0.023,11.481,0.023,5816,4.427,-0.204,0.972,0.946,1.001,428.6,0.033
4943,4943,4943,4943,4943,4943,248456021,10 29 03.767,+01 41 03.72,1,14.404,,,459-047321,10290376+0141036,1458-301-2-0217-0023,STAR,gri,2.4,2.4,3.8,2.8,,,15.494,0.02,14.65,0.02,,,15.046,0.06,14.441,0.05,14.128,0.04,,,13.104,0.024,12.659,0.027,12.592,0.023,5153,3.25,-0.83,3.183,0.879,0.017,2142,0.032
4944,4944,4944,4944,4944,4944,248456043,10 38 53.541,+01 41 06.17,1,13.598,,,459-047566,10385353+0141060,,STAR,gri,-21,2.4,-22.3,2.8,,,14.897,0.03,13.927,0.02,,,14.401,0.01,13.569,0.01,13.254,0.01,,,11.994,0.024,11.47,0.024,11.369,0.023,4869,4.625,-0.163,0.696,0.757,2.227,257.3,0.031
4945,4945,4945,4945,4945,4945,248456058,10 49 11.326,+01 41 07.46,1,10.94,,254-1023-1,459-047796,10491131+0141076,,STAR,gri,-0.3,1.9,6,1.9,,,12.485,0.254,11.476,0.122,,,11.796,0.05,10.85,0.07,10.574,0.02,,,9.288,0.023,8.707,0.044,8.597,0.023,4655,2.414,-0.168,11.224,1.193,8.21E-04,1088,0.033
4946,4946,4946,4946,4946,4946,248456071,10 40 46.464,+01 41 09.10,1,18.407,,,,10404646+0141091,,STAR,J,-2,6,4,1,,,,,,,,,,,,,,,,,16.842,0.193,16.143,0.2,,,,,,,,,,
4947,4947,4947,4947,4947,4947,248456096,10 46 59.630,+01 41 13.25,1,18.12,,,,10465963+0141132,1458-301-2-0247-0176,EXTENDED,gri,0,4,1,4,,,,,,,20.687,0.138,19.079,0.016,18.095,0.01,17.709,0.01,17.338,0.025,16.715,0.172,,,15.117,0.173,,,,,,,,
4948,4948,4948,4948,4948,4948,248456138,10 23 58.651,+01 41 19.84,1,12.662,,,459-047203,10235865+0141198,,STAR,gri,-10,1.2,-11.7,1.5,,,13.691,0.02,12.87,0.03,,,13.23,0.02,12.622,0.03,12.419,0.14,,,11.34,0.027,10.89,0.023,10.857,0.023,5210,3.23,-0.834,3.182,0.885,0.015,934.7,0.028
4949,4949,4949,4949,4949,4949,248456157,10 35 23.753,+01 41 22.80,1,14.628,,,459-047477,10352375+0141226,,STAR,gri,-12.2,2.6,8.2,2.9,,,16.002,0.08,14.998,0.06,,,15.526,0.06,14.624,0.03,14.243,0.14,,,13.024,0.028,12.48,0.035,12.347,0.026,4755,4.619,-0.068,0.692,0.749,2.164,402.9,0.029
4950,4950,4950,4950,4950,4950,248456193,10 31 20.246,+01 41 28.00,1,15.304,,,459-047370,10312024+0141279,1907-301-2-0235-0143,STAR,gri,-10.6,2,-12.4,2.2,,,17.438,0.02,15.864,0.01,,,16.729,0.02,15.304,0.02,14.693,0.12,,,13.07,0.024,12.431,0.021,12.221,0.025,3782,4.966,-0.123,0.324,0.348,10.22,133.8,0.026
4951,4951,4951,4951,4951,4951,248456224,10 37 49.500,+01 41 31.96,1,16.873,,,,10374949+0141319,1458-301-2-0231-0108,EXTENDED,gri,5,3,2,3,,,,,,,19.973,0.085,17.845,0.007,16.859,0.005,16.457,0.005,16.102,0.011,15.512,0.081,14.97,0.098,14.547,0.128,,,,,,,,
4952,4952,4952,4952,4952,4952,248456237,10 36 32.568,+01 41 34.26,1,16.33,,,,10363256+0141342,1458-301-2-0229-0224,EXTENDED,gri,,,,,,,,,,,19.25,0.047,17.284,0.005,16.358,0.004,15.921,0.004,15.604,0.008,14.434,0.079,,,13.402,0.083,,,,,,,,
4953,4953,4953,4953,4953,4953,248456254,10 32 46.605,+01 41 36.37,1,13.93,,,459-047408,10324660+0141364,,STAR,gri,-36.7,1.5,2.8,1.8,,,15.144,0.04,14.239,0.06,,,14.62,0.04,13.853,0.05,13.633,0.06,,,12.477,0.022,11.996,0.026,11.921,0.023,5063,4.582,-0.071,0.77,0.827,1.823,378.3,0.032
4954,4954,4954,4954,4954,4954,248456268,10 31 33.091,+01 41 38.44,1,17.59,,,,10313309+0141384,,STAR,JHK,-20,4,12,0,,,,,,,,,,,,,,,,,15.14,0.042,14.453,0.055,14.212,0.076,3974,4.861,-0.166,0.409,0.454,6.226,483.7,0.033
4955,4955,4955,4955,4955,4955,248456271,10 48 36.173,+01 41 38.66,1,11.831,,254-309-1,459-047783,10483615+0141387,,STAR,gri,9.4,2.1,-14.5,2.2,,,12.82,0.288,12.247,0.236,,,12.26,0.04,11.797,0.04,11.647,0.03,,,10.784,0.024,10.428,0.022,10.441,0.024,5783,4.197,-0.166,1.235,1.019,0.433,342.2,0.03
4956,4956,4956,4956,4956,4956,248456276,10 49 25.124,+01 41 39.03,1,16.747,,,,10492512+0141390,1992-301-2-0083-0128,EXTENDED,gri,1,3,2,3,,,,,,,19.366,0.045,17.631,0.006,16.784,0.005,16.368,0.005,16.072,0.011,15.676,0.091,15.21,0.093,14.763,0.131,,,,,,,,
4957,4957,4957,4957,4957,4957,248456289,10 47 33.937,+01 41 40.35,1,16.117,,,,10473393+0141403,1992-301-2-0080-0122,EXTENDED,gri,-3,3,1,3,,,,,,,17.903,0.019,16.781,0.004,16.217,0.004,15.832,0.004,15.608,0.009,15.607,0.091,14.831,0.104,14.443,0.099,,,,,,,,
4958,4958,4958,4958,4958,4958,248456311,10 28 15.630,+01 41 42.82,1,13.499,,,459-047301,10281562+0141429,,STAR,gri,-8.6,1.9,30.4,2.3,,,14.703,0.04,13.804,0.02,,,14.237,0.02,13.491,0.03,13.183,0.06,,,12.054,0.024,11.537,0.022,11.474,0.021,4986,4.608,-0.268,0.723,0.772,1.993,280.2,0.03
4959,4959,4959,4959,4959,4959,248456315,10 30 17.772,+01 41 43.72,1,18.83,,,,10301777+0141437,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.248,0.11,15.417,0.123,15.163,0.153,3943,4.892,-0.26,0.352,0.384,8.013,680,0.032
4960,4960,4960,4960,4960,4960,248456332,10 35 28.907,+01 41 46.69,1,13.456,,,459-047479,10352890+0141466,,STAR,gri,0,2.2,-2.3,2.7,,,14.628,0.03,13.695,0.03,,,14.107,0.05,13.425,0.02,13.177,0.04,,,11.982,0.024,11.479,0.022,11.369,0.021,5019,2.949,-0.715,4.658,0.912,0.006,1916,0.031
4961,4961,4961,4961,4961,4961,248456344,10 31 45.792,+01 41 48.15,1,16.214,,,,10314579+0141481,1907-301-2-0236-0105,EXTENDED,gri,-4,3,1,3,,,,,,,19.239,0.035,17.162,0.005,16.268,0.004,15.807,0.004,15.449,0.007,14.864,0.075,14.213,0.078,13.75,0.07,,,,,,,,
4962,4962,4962,4962,4962,4962,248456378,10 44 01.750,+01 41 52.65,1,14.15,,,459-047677,10440175+0141527,,STAR,gri,-13.6,2.5,32.7,2.9,,,15.921,0.09,14.629,0.05,,,15.313,0.08,14.063,0.08,13.651,0.09,,,12.338,0.025,11.661,0.022,11.577,0.028,4242,4.751,-0.042,0.534,0.597,3.815,190.7,0.025
4963,4963,4963,4963,4963,4963,248456424,10 40 38.673,+01 42 00.47,1,14.102,,,459-047602,10403867+0142004,,STAR,gri,-5,2.6,-4.4,3,,,15.343,0.03,14.363,0.03,,,14.825,0.05,14.096,0.05,13.792,0.04,,,12.6,0.026,12.111,0.022,11.997,0.025,5012,3.212,-0.638,3.137,0.899,0.013,1733,0.032
4964,4964,4964,4964,4964,4964,248456443,10 27 58.948,+01 42 02.88,1,18.072,,,,10275894+0142028,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.531,0.141,15.731,0.161,15.026,0.142,3671,5.015,-0.23,0.254,0.269,12.82,570.8,0.032
4965,4965,4965,4965,4965,4965,248456460,10 37 05.439,+01 42 05.44,1,12.789,,,459-047524,10370543+0142055,,STAR,gri,-6.2,1.2,2.2,1.6,,,13.449,0.04,12.921,0.03,,,13.094,0.03,12.785,0.03,12.659,0.07,,,11.857,0.024,11.615,0.027,11.518,0.021,6317,4.201,-0.232,1.389,1.137,0.406,642.3,0.03
4966,4966,4966,4966,4966,4966,248456469,10 47 45.539,+01 42 08.04,1,16.819,,,,10474553+0142080,1992-301-2-0080-0167,EXTENDED,gri,-7,3,-5,3,,,,,,,19.186,0.062,17.698,0.009,16.837,0.007,16.442,0.007,16.136,0.018,16.446,0.138,15.559,0.141,15.2,0.196,,,,,,,,
4967,4967,4967,4967,4967,4967,248456470,10 35 06.940,+01 42 08.12,1,18.026,,,,10350693+0142081,,STAR,J,8,4,-74,5,,,,,,,,,,,,,,,,,16.489,0.133,15.758,0.142,,,,,,,,,,
4968,4968,4968,4968,4968,4968,248456478,10 48 05.940,+01 42 08.79,1,14.335,,,459-047769,10480593+0142088,1992-301-2-0081-0042,STAR,gri,-27.4,2.5,15.5,2.8,,,15.402,0.05,14.561,0.05,,,14.936,0.01,14.24,0.08,14.077,0.01,,,13.091,0.032,12.639,0.025,12.53,0.027,5153,4.595,-0.373,0.715,0.755,1.956,479.1,0.035
4969,4969,4969,4969,4969,4969,248456482,10 36 47.529,+01 42 09.17,1,17.557,,,,10364752+0142091,1458-301-2-0230-0101,STAR,gri,6,3,-9,3,,,,,,,21.113,0.109,18.494,0.008,17.515,0.006,17.155,0.006,16.971,0.011,15.742,0.07,15.436,0.1,15.164,0.183,4514,4.727,-0.563,0.539,0.583,3.534,1001,0.033
